A,Homepage,1448467957697,4234,false
A,HomepageAgain,1448467961998,2569,false
A,GoToCategoryPage,1448467964673,3692,false
A,SelectSortByViaPosition,1448467968463,8797,false
A,SelectSortByViaRandom,1448467977391,5684,false
A,SelectSortByPriceLowToHigh,1448467983188,4569,false
A,SelectSortByPriceHighToLow,1448467987895,4530,false
A,SelectSortByNameAToZ,1448467992519,4984,false
A,SelectSortByNameZToA,1448467997551,4541,false
A,SelectSortByBrand,1448468002231,4405,false
A,SelectSortByMostPopular,1448468006716,4577,false
A,SelectSortByBrand,1448468011370,4780,false
A,SelectSortByBestMatches,1448468016274,4862,false
